date,year,month,month_name,dia,valle_bravo_mm3,valle_bravo_pct,valle_bravo_lluvia,villa_victoria_mm3,villa_victoria_pct,villa_victoria_lluvia,el_bosque_mm3,el_bosque_pct,el_bosque_lluvia,total_mm3,total_pct,source_pdf
2016-10-01,2016,10,OCTUBRE,1,168.722,90.84,2.0,383.711,97.29,60.0,199.18,98.41,9.5,751613000,96.05,Portal_Conagua_2016.pdf
2016-10-02,2016,10,OCTUBRE,2,169.823,91.43,0.0,384.938,97.6,0.0,198.95,98.3,0.0,753711000,96.32,Portal_Conagua_2016.pdf
2016-10-03,2016,10,OCTUBRE,3,170.648,91.88,4.6,385.966,97.86,0.0,198.605,98.13,0.0,755219000,96.51,Portal_Conagua_2016.pdf
2016-10-04,2016,10,OCTUBRE,4,171.219,92.19,0.0,387.207,98.18,11.5,198.72,98.18,0.0,757146000,96.76,Portal_Conagua_2016.pdf
2016-10-05,2016,10,OCTUBRE,5,171.515,92.35,1.0,388.04,98.39,1.9,200.215,98.92,22.5,759770000,97.09,Portal_Conagua_2016.pdf
2016-10-06,2016,10,OCTUBRE,6,171.811,92.51,0.0,388.457,98.5,0.0,200.33,98.98,0.0,760598000,97.2,Portal_Conagua_2016.pdf
2016-10-07,2016,10,OCTUBRE,7,171.811,92.51,0.0,388.876,98.6,0.0,199.755,98.69,0.0,760442000,97.18,Portal_Conagua_2016.pdf
2016-10-08,2016,10,OCTUBRE,8,171.811,92.51,0.0,389.295,98.71,0.0,198.95,98.3,0.0,760056000,97.13,Portal_Conagua_2016.pdf
2016-10-09,2016,10,OCTUBRE,9,172.108,92.67,0.0,389.505,98.76,0.0,198.145,97.9,0.0,759758000,97.09,Portal_Conagua_2016.pdf
2016-10-10,2016,10,OCTUBRE,10,172.404,92.82,0.0,389.715,98.81,0.0,197.4,97.53,0.0,759519000,97.06,Portal_Conagua_2016.pdf
2016-10-11,2016,10,OCTUBRE,11,172.404,92.82,3.0,390.136,98.92,0.0,197.4,97.53,0.0,759940000,97.11,Portal_Conagua_2016.pdf
2016-10-12,2016,10,OCTUBRE,12,172.7,92.98,0.0,390.557,99.03,12.5,197.915,97.78,1.2,761172000,97.27,Portal_Conagua_2016.pdf
2016-10-13,2016,10,OCTUBRE,13,172.7,92.98,0.0,391.192,99.19,12.0,197.915,97.78,0.0,761807000,97.35,Portal_Conagua_2016.pdf
2016-10-14,2016,10,OCTUBRE,14,172.7,92.98,0.0,391.192,99.19,2.5,197.4,97.53,2.8,761292000,97.29,Portal_Conagua_2016.pdf
2016-10-15,2016,10,OCTUBRE,15,172.996,93.14,0.0,391.192,99.19,0.0,198.49,98.07,1.0,762678000,97.46,Portal_Conagua_2016.pdf
2016-10-16,2016,10,OCTUBRE,16,172.996,93.14,0.0,391.192,99.19,1.2,198.835,98.24,0.0,763023000,97.51,Portal_Conagua_2016.pdf
2016-10-17,2016,10,OCTUBRE,17,173.292,93.3,10.0,390.98,99.14,0.0,199.18,98.41,0.0,763452000,97.56,Portal_Conagua_2016.pdf
2016-10-18,2016,10,OCTUBRE,18,173.292,93.3,1.0,390.769,99.08,0.0,199.41,98.52,0.0,763471000,97.57,Portal_Conagua_2016.pdf
2016-10-19,2016,10,OCTUBRE,19,173.292,93.3,0.0,390.557,99.03,0.0,199.64,98.64,0.0,763489000,97.57,Portal_Conagua_2016.pdf
2016-10-20,2016,10,OCTUBRE,20,173.538,93.44,0.0,390.136,98.92,0.0,199.755,98.69,0.0,763429000,97.56,Portal_Conagua_2016.pdf
2016-10-21,2016,10,OCTUBRE,21,173.538,93.44,0.0,389.715,98.81,0.0,199.755,98.69,0.0,763008000,97.51,Portal_Conagua_2016.pdf
2016-10-22,2016,10,OCTUBRE,22,173.538,93.44,0.0,389.295,98.71,0.0,199.64,98.64,0.0,762473000,97.44,Portal_Conagua_2016.pdf
2016-10-23,2016,10,OCTUBRE,23,173.292,93.3,0.0,389.085,98.65,0.0,199.525,98.58,0.0,761902000,97.37,Portal_Conagua_2016.pdf
2016-10-24,2016,10,OCTUBRE,24,173.292,93.3,0.0,388.876,98.6,0.0,199.41,98.52,0.0,761578000,97.32,Portal_Conagua_2016.pdf
2016-10-25,2016,10,OCTUBRE,25,173.292,93.3,0.0,388.457,98.5,0.0,199.295,98.47,0.0,761044000,97.26,Portal_Conagua_2016.pdf
2016-10-26,2016,10,OCTUBRE,26,173.292,93.3,0.0,387.831,98.34,0.0,199.18,98.41,0.0,760303000,97.16,Portal_Conagua_2016.pdf
2016-10-27,2016,10,OCTUBRE,27,173.292,93.3,0.0,387.207,98.18,0.0,198.95,98.3,0.0,759449000,97.05,Portal_Conagua_2016.pdf
2016-10-28,2016,10,OCTUBRE,28,172.996,93.14,0.0,387.207,98.18,0.0,198.72,98.18,0.0,758923000,96.98,Portal_Conagua_2016.pdf
2016-10-29,2016,10,OCTUBRE,29,172.996,93.14,0.0,387.415,98.23,7.0,198.375,98.01,0.0,758786000,96.97,Portal_Conagua_2016.pdf
2016-10-30,2016,10,OCTUBRE,30,172.996,93.14,11.8,387.415,98.23,0.0,198.03,97.84,0.0,758441000,96.92,Portal_Conagua_2016.pdf
2016-10-31,2016,10,OCTUBRE,31,173.292,93.3,14.5,387.831,98.34,0.0,197.302,97.48,0.0,758425000,96.92,Portal_Conagua_2016.pdf
2016-11-01,2016,11,NOVIEMBRE,1,173.538,93.44,0.0,388.457,98.5,0.0,197.204,97.43,0.0,759199000,97.02,MES_NOVIEMBRE.pdf
2016-11-02,2016,11,NOVIEMBRE,2,173.538,93.44,1.6,388.876,98.6,12.0,197.008,97.34,0.0,759422000,97.05,MES_NOVIEMBRE.pdf
2016-11-03,2016,11,NOVIEMBRE,3,173.538,93.44,0.0,389.295,98.71,1.5,196.812,97.24,0.0,759645000,97.08,MES_NOVIEMBRE.pdf
2016-11-04,2016,11,NOVIEMBRE,4,173.538,93.44,0.0,388.876,98.6,0.0,196.714,97.19,0.0,759128000,97.01,MES_NOVIEMBRE.pdf
2016-11-05,2016,11,NOVIEMBRE,5,173.538,93.44,0.0,389.505,98.76,0.0,196.42,97.05,0.0,759463000,97.05,MES_NOVIEMBRE.pdf
2016-11-06,2016,11,NOVIEMBRE,6,173.538,93.44,0.0,389.925,98.87,0.0,196.322,97.0,0.0,759785000,97.09,MES_NOVIEMBRE.pdf
2016-11-07,2016,11,NOVIEMBRE,7,173.538,93.44,18.0,390.347,98.97,0.0,196.126,96.9,8.0,760011000,97.12,MES_NOVIEMBRE.pdf
2016-11-08,2016,11,NOVIEMBRE,8,173.885,93.62,23.0,390.769,99.08,14.5,196.224,96.95,16.4,760878000,97.23,MES_NOVIEMBRE.pdf
2016-11-09,2016,11,NOVIEMBRE,9,174.477,93.94,8.0,392.253,99.46,4.0,196.616,97.14,7.9,763346000,97.55,MES_NOVIEMBRE.pdf
2016-11-10,2016,11,NOVIEMBRE,10,175.958,94.74,15.0,392.892,99.62,1.5,197.008,97.34,0.0,765858000,97.87,MES_NOVIEMBRE.pdf
2016-11-11,2016,11,NOVIEMBRE,11,175.958,94.74,2.0,393.319,99.73,0.0,197.302,97.48,0.0,766579000,97.96,MES_NOVIEMBRE.pdf
2016-11-12,2016,11,NOVIEMBRE,12,175.958,94.74,0.0,393.319,99.73,0.0,197.915,97.78,0.0,767192000,98.04,MES_NOVIEMBRE.pdf
2016-11-13,2016,11,NOVIEMBRE,13,175.958,94.74,0.0,393.319,99.73,0.0,197.915,97.78,0.0,767192000,98.04,MES_NOVIEMBRE.pdf
2016-11-14,2016,11,NOVIEMBRE,14,175.958,94.74,0.0,393.319,99.73,0.0,198.03,97.84,0.0,767307000,98.06,MES_NOVIEMBRE.pdf
2016-11-15,2016,11,NOVIEMBRE,15,175.958,94.74,0.0,393.319,99.73,0.0,198.03,97.84,0.0,767307000,98.06,MES_NOVIEMBRE.pdf
2016-11-16,2016,11,NOVIEMBRE,16,175.958,94.74,7.2,393.319,99.73,0.0,198.26,97.95,5.2,767537000,98.09,MES_NOVIEMBRE.pdf
2016-11-17,2016,11,NOVIEMBRE,17,175.958,94.74,0.0,393.319,99.73,0.0,198.26,97.95,0.0,767537000,98.09,MES_NOVIEMBRE.pdf
2016-11-18,2016,11,NOVIEMBRE,18,175.958,94.74,0.0,393.319,99.73,0.0,198.26,97.95,0.0,767537000,98.09,MES_NOVIEMBRE.pdf
2016-11-19,2016,11,NOVIEMBRE,19,175.958,94.74,0.0,393.319,99.73,0.0,198.03,97.84,0.0,767307000,98.06,MES_NOVIEMBRE.pdf
2016-11-20,2016,11,NOVIEMBRE,20,175.958,94.74,0.0,393.105,99.67,0.0,197.4,97.53,0.0,766463000,97.95,MES_NOVIEMBRE.pdf
2016-11-21,2016,11,NOVIEMBRE,21,175.958,94.74,0.0,392.466,99.51,0.0,197.106,97.38,0.0,765530000,97.83,MES_NOVIEMBRE.pdf
2016-11-22,2016,11,NOVIEMBRE,22,175.662,94.58,0.0,392.253,99.46,0.0,196.812,97.24,0.0,764727000,97.73,MES_NOVIEMBRE.pdf
2016-11-23,2016,11,NOVIEMBRE,23,175.662,94.58,0.0,392.679,99.57,0.0,196.42,97.05,0.0,764761000,97.73,MES_NOVIEMBRE.pdf
2016-11-24,2016,11,NOVIEMBRE,24,175.662,94.58,0.0,392.679,99.57,0.0,196.126,96.9,0.0,764467000,97.69,MES_NOVIEMBRE.pdf
2016-11-25,2016,11,NOVIEMBRE,25,175.662,94.58,0.0,392.679,99.57,0.0,195.538,96.61,0.0,763879000,97.62,MES_NOVIEMBRE.pdf
2016-11-26,2016,11,NOVIEMBRE,26,175.365,94.42,0.0,392.679,99.57,0.0,195.342,96.51,0.0,763386000,97.55,MES_NOVIEMBRE.pdf
2016-11-27,2016,11,NOVIEMBRE,27,175.365,94.42,0.0,392.679,99.57,0.0,194.95,96.32,0.0,762994000,97.5,MES_NOVIEMBRE.pdf
2016-11-28,2016,11,NOVIEMBRE,28,175.069,94.26,0.0,392.679,99.57,0.0,194.558,96.13,0.0,762306000,97.42,MES_NOVIEMBRE.pdf
2016-11-29,2016,11,NOVIEMBRE,29,175.069,94.26,0.0,392.679,99.57,0.0,194.166,95.93,0.0,761914000,97.37,MES_NOVIEMBRE.pdf
2016-11-30,2016,11,NOVIEMBRE,30,174.773,94.1,0.0,392.679,99.57,0.0,193.872,95.79,0.0,761324000,97.29,MES_NOVIEMBRE.pdf
2016-12-01,2016,12,DICIEMBRE,1,174.773,94.1,0.0,392.679,99.57,0.0,193.48,95.59,0.0,760932000,97.24,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-02,2016,12,DICIEMBRE,2,174.477,93.94,0.0,392.679,99.57,0.0,193.088,95.4,0.0,760244000,97.15,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-03,2016,12,DICIEMBRE,3,174.181,93.78,0.0,392.679,99.57,0.0,192.696,95.21,0.0,759556000,97.07,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-04,2016,12,DICIEMBRE,4,173.885,93.62,0.0,392.679,99.57,0.0,192.304,95.01,0.0,758868000,96.98,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-05,2016,12,DICIEMBRE,5,173.538,93.44,0.0,392.679,99.57,0.0,191.912,94.82,0.0,758129000,96.88,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-06,2016,12,DICIEMBRE,6,173.292,93.3,0.0,392.679,99.57,0.0,191.52,94.62,0.0,757491000,96.8,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-07,2016,12,DICIEMBRE,7,173.292,93.3,0.0,392.253,99.46,0.0,191.03,94.38,0.0,756575000,96.68,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-08,2016,12,DICIEMBRE,8,172.996,93.14,0.0,392.253,99.46,0.0,190.442,94.09,0.0,755691000,96.57,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-09,2016,12,DICIEMBRE,9,172.996,93.14,0.0,392.253,99.46,0.0,189.952,93.85,0.0,755201000,96.51,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-10,2016,12,DICIEMBRE,10,172.996,93.14,0.0,392.253,99.46,0.0,189.56,93.66,0.0,754809000,96.46,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-11,2016,12,DICIEMBRE,11,172.7,92.98,0.0,392.04,99.4,0.0,189.07,93.41,0.0,753810000,96.33,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-12,2016,12,DICIEMBRE,12,172.7,92.98,0.0,391.828,99.35,0.0,188.618,93.19,0.0,753146000,96.25,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-13,2016,12,DICIEMBRE,13,172.404,92.82,0.0,391.403,99.24,0.0,188.188,92.98,0.0,751995000,96.1,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-14,2016,12,DICIEMBRE,14,172.404,92.82,0.0,391.192,99.19,0.0,187.698,92.74,0.0,751294000,96.01,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-15,2016,12,DICIEMBRE,15,172.108,92.67,4.6,390.98,99.14,0.0,187.168,92.47,2.0,750256000,95.88,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-16,2016,12,DICIEMBRE,16,172.108,92.67,0.1,390.769,99.08,0.0,186.844,92.31,0.0,749721000,95.81,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-17,2016,12,DICIEMBRE,17,172.108,92.67,0.0,390.769,99.08,0.0,186.52,92.15,0.0,749397000,95.77,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-18,2016,12,DICIEMBRE,18,172.108,92.67,0.0,390.557,99.03,0.0,186.196,91.99,0.0,748861000,95.7,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-19,2016,12,DICIEMBRE,19,171.811,92.51,0.0,390.347,98.97,0.0,185.872,91.83,0.0,748030000,95.59,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-20,2016,12,DICIEMBRE,20,171.811,92.51,0.0,390.136,98.92,0.0,185.44,91.62,0.0,747387000,95.51,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-21,2016,12,DICIEMBRE,21,171.515,92.35,0.0,389.925,98.87,0.0,185.116,91.46,0.0,746556000,95.4,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-22,2016,12,DICIEMBRE,22,171.515,92.35,0.0,389.715,98.81,0.0,184.792,91.3,0.0,746022000,95.34,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-23,2016,12,DICIEMBRE,23,170.923,92.03,0.0,389.505,98.76,0.0,184.792,91.3,0.0,745220000,95.23,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-24,2016,12,DICIEMBRE,24,170.098,91.58,0.0,388.876,98.6,0.0,184.792,91.3,0.0,743766000,95.05,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-25,2016,12,DICIEMBRE,25,169.548,91.29,0.0,388.666,98.55,0.0,184.792,91.3,0.0,743006000,94.95,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-26,2016,12,DICIEMBRE,26,169.273,91.14,0.0,388.457,98.5,0.0,184.792,91.3,0.0,742522000,94.89,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-27,2016,12,DICIEMBRE,27,168.997,90.99,0.0,388.457,98.5,0.0,184.792,91.3,0.0,742246000,94.85,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-28,2016,12,DICIEMBRE,28,168.447,90.69,0.0,388.457,98.5,0.0,184.576,91.19,0.0,741480000,94.76,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-29,2016,12,DICIEMBRE,29,167.897,90.4,0.0,387.831,98.34,0.0,184.576,91.19,0.0,740304000,94.61,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-30,2016,12,DICIEMBRE,30,167.347,90.1,0.0,387.623,98.28,0.0,184.036,90.93,0.0,739006000,94.44,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-12-31,2016,12,DICIEMBRE,31,166.522,89.66,0.0,387.623,98.28,0.0,183.388,90.61,0.0,737533000,94.25,REPORTE_COMPLETO_MES_DE_DICIEMBRE.pdf
2016-05-01,2016,5,MAYO,1,127.388,68.59,0.0,332.089,84.2,0.0,108.28,53.5,0.0,567757000,72.55,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-02,2016,5,MAYO,2,127.388,68.59,0.0,331.556,84.07,0.0,107.4,53.06,0.0,566344000,72.37,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-03,2016,5,MAYO,3,127.133,68.45,0.0,330.84,83.89,0.0,106.52,52.63,0.0,564493000,72.14,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-04,2016,5,MAYO,4,127.133,68.45,3.8,330.118,83.7,0.0,105.64,52.19,0.0,562891000,71.93,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-05,2016,5,MAYO,5,126.879,68.31,0.0,329.571,83.56,8.0,104.76,51.76,0.0,561210000,71.72,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-06,2016,5,MAYO,6,126.879,68.31,0.0,329.019,83.42,0.0,103.88,51.32,0.0,559778000,71.54,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-07,2016,5,MAYO,7,126.879,68.31,0.0,328.462,83.28,0.0,103.116,50.95,0.0,558457000,71.37,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-08,2016,5,MAYO,8,126.879,68.31,0.0,327.52,83.04,0.0,102.356,50.57,0.0,556755000,71.15,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-09,2016,5,MAYO,9,126.879,68.31,0.0,326.944,82.9,0.0,101.596,50.2,0.0,555419000,70.98,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-10,2016,5,MAYO,10,126.879,68.31,13.8,326.358,82.75,0.0,100.836,49.82,0.0,554073000,70.81,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-11,2016,5,MAYO,11,126.879,68.31,1.0,325.759,82.6,0.0,100.0,49.41,0.0,552638000,70.62,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-12,2016,5,MAYO,12,127.133,68.45,8.2,324.93,82.39,0.0,99.088,48.96,1.3,551151000,70.43,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-13,2016,5,MAYO,13,127.388,68.59,17.0,324.0,82.15,0.0,98.404,48.62,0.0,549792000,70.26,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-14,2016,5,MAYO,14,127.642,68.72,0.0,323.213,81.95,0.0,97.644,48.24,0.0,548499000,70.09,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-15,2016,5,MAYO,15,127.388,68.59,0.0,322.624,81.8,0.0,96.884,47.87,0.0,546896000,69.89,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-16,2016,5,MAYO,16,127.388,68.59,0.0,322.036,81.65,0.0,96.054,47.46,0.0,545478000,69.71,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-17,2016,5,MAYO,17,127.388,68.59,0.0,321.449,81.51,0.0,95.324,47.1,0.0,544161000,69.54,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-18,2016,5,MAYO,18,127.388,68.59,0.0,320.669,81.31,0.0,94.594,46.74,0.0,542651000,69.35,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-19,2016,5,MAYO,19,127.133,68.45,0.0,319.89,81.11,0.0,93.937,46.41,0.0,540960000,69.13,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-20,2016,5,MAYO,20,127.133,68.45,0.0,318.919,80.86,0.0,93.28,46.09,0.0,539332000,68.92,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-21,2016,5,MAYO,21,127.133,68.45,8.5,317.952,80.62,4.5,92.769,45.83,0.0,537854000,68.73,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-22,2016,5,MAYO,22,127.388,68.59,4.5,316.988,80.37,0.0,92.185,45.55,0.0,536561000,68.57,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-23,2016,5,MAYO,23,127.388,68.59,0.0,315.836,80.08,0.0,91.455,45.19,0.0,534679000,68.33,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-24,2016,5,MAYO,24,127.388,68.59,1.5,314.879,79.84,0.0,90.725,44.82,0.0,532992000,68.11,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-25,2016,5,MAYO,25,127.388,68.59,2.5,313.926,79.6,22.0,90.214,44.57,11.0,531528000,67.93,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-26,2016,5,MAYO,26,127.133,68.45,0.0,313.736,79.55,0.0,89.776,44.36,0.0,530645000,67.81,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-27,2016,5,MAYO,27,127.133,68.45,0.0,312.976,79.36,0.0,89.265,44.1,0.0,529374000,67.65,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-28,2016,5,MAYO,28,126.879,68.31,4.5,312.408,79.21,18.5,88.752,43.85,0.0,528039000,67.48,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-29,2016,5,MAYO,29,127.388,68.59,6.5,311.464,78.97,8.5,88.456,43.7,3.0,527308000,67.39,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-30,2016,5,MAYO,30,127.897,68.86,1.6,311.087,78.88,10.0,88.678,43.81,4.0,527662000,67.43,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-05-31,2016,5,MAYO,31,127.897,68.86,0.0,310.524,78.74,5.7,88.9,43.92,0.0,527321000,67.39,Reporte_completo_del_mes_de_mayo_2017.pdf
2016-08-01,2016,8,AGOSTO,1,144.79,77.96,3.0,334.367,84.78,1.5,146.44,72.35,19.5,625597000,79.95,Reporte_31_de_Agosto_2016.pdf
2016-08-02,2016,8,AGOSTO,2,145.341,78.25,11.0,334.714,84.87,2.0,147.91,73.08,5.5,627965000,80.25,Reporte_31_de_Agosto_2016.pdf
2016-08-03,2016,8,AGOSTO,3,146.716,78.99,7.0,334.886,84.91,0.0,149.48,73.85,12.0,631082000,80.65,Reporte_31_de_Agosto_2016.pdf
2016-08-04,2016,8,AGOSTO,4,146.716,78.99,0.0,335.231,85.0,0.0,150.74,74.48,0.0,632687000,80.85,Reporte_31_de_Agosto_2016.pdf
2016-08-05,2016,8,AGOSTO,5,146.716,78.99,0.0,335.403,85.04,0.0,151.55,74.88,0.0,633669000,80.98,Reporte_31_de_Agosto_2016.pdf
2016-08-06,2016,8,AGOSTO,6,146.441,78.85,5.0,335.403,85.04,2.0,152.36,75.28,3.0,634204000,81.05,Reporte_31_de_Agosto_2016.pdf
2016-08-07,2016,8,AGOSTO,7,146.716,78.99,13.5,336.943,85.43,46.0,153.44,75.81,26.0,637099000,81.42,Reporte_31_de_Agosto_2016.pdf
2016-08-08,2016,8,AGOSTO,8,146.716,78.99,2.8,337.791,85.65,2.0,154.7,76.43,2.3,639207000,81.69,Reporte_31_de_Agosto_2016.pdf
2016-08-09,2016,8,AGOSTO,9,147.541,79.44,15.0,338.634,85.86,20.5,155.78,76.97,14.0,641955000,82.04,Reporte_31_de_Agosto_2016.pdf
2016-08-10,2016,8,AGOSTO,10,147.816,79.59,4.0,339.641,86.12,3.3,157.13,77.63,0.0,644587000,82.37,Reporte_31_de_Agosto_2016.pdf
2016-08-11,2016,8,AGOSTO,11,148.642,80.03,9.2,340.642,86.37,0.0,157.682,77.91,0.0,646966000,82.68,Reporte_31_de_Agosto_2016.pdf
2016-08-12,2016,8,AGOSTO,12,149.192,80.33,17.0,341.307,86.54,0.5,158.904,78.51,1.3,649403000,82.99,Reporte_31_de_Agosto_2016.pdf
2016-08-13,2016,8,AGOSTO,13,149.467,80.47,4.0,341.969,86.71,0.0,159.844,78.97,0.0,651280000,83.23,Reporte_31_de_Agosto_2016.pdf
2016-08-14,2016,8,AGOSTO,14,149.192,80.33,0.0,342.3,86.79,0.0,161.442,79.76,0.0,652934000,83.44,Reporte_31_de_Agosto_2016.pdf
2016-08-15,2016,8,AGOSTO,15,149.192,80.33,0.0,342.959,86.96,4.7,162.476,80.27,0.0,654627000,83.66,Reporte_31_de_Agosto_2016.pdf
2016-08-16,2016,8,AGOSTO,16,150.017,80.77,32.0,343.78,87.17,2.2,164.168,81.11,40.0,657965000,84.08,Reporte_31_de_Agosto_2016.pdf
2016-08-17,2016,8,AGOSTO,17,150.842,81.22,56.0,345.577,87.62,44.0,166.518,82.27,29.5,662937000,84.72,Reporte_31_de_Agosto_2016.pdf
2016-08-18,2016,8,AGOSTO,18,151.667,81.66,1.0,347.037,87.99,0.0,168.9,83.45,0.0,667604000,85.31,Reporte_31_de_Agosto_2016.pdf
2016-08-19,2016,8,AGOSTO,19,153.318,82.55,6.7,348.328,88.32,15.0,171.1,84.54,48.0,672746000,85.97,Reporte_31_de_Agosto_2016.pdf
2016-08-20,2016,8,AGOSTO,20,154.143,82.99,7.0,349.292,88.57,1.0,172.8,85.38,5.7,676235000,86.42,Reporte_31_de_Agosto_2016.pdf
2016-08-21,2016,8,AGOSTO,21,155.243,83.58,5.0,350.414,88.85,21.5,174.5,86.22,0.0,680157000,86.92,Reporte_31_de_Agosto_2016.pdf
2016-08-22,2016,8,AGOSTO,22,155.519,83.73,3.0,351.052,89.01,2.0,175.8,86.86,3.3,682371000,87.2,Reporte_31_de_Agosto_2016.pdf
2016-08-23,2016,8,AGOSTO,23,156.894,84.47,16.8,351.69,89.17,9.5,176.908,87.41,19.2,685492000,87.6,Reporte_31_de_Agosto_2016.pdf
2016-08-24,2016,8,AGOSTO,24,157.169,84.62,0.0,352.008,89.25,0.0,179.284,88.58,0.0,688461000,87.98,Reporte_31_de_Agosto_2016.pdf
2016-08-25,2016,8,AGOSTO,25,157.719,84.92,0.0,352.644,89.42,0.0,180.904,89.38,3.8,691267000,88.34,Reporte_31_de_Agosto_2016.pdf
2016-08-26,2016,8,AGOSTO,26,158.269,85.21,13.0,352.961,89.5,0.0,182.632,90.23,0.0,693862000,88.67,Reporte_31_de_Agosto_2016.pdf
2016-08-27,2016,8,AGOSTO,27,159.095,85.66,4.0,353.437,89.62,7.0,184.576,91.19,4.0,697108000,89.08,Reporte_31_de_Agosto_2016.pdf
2016-08-28,2016,8,AGOSTO,28,159.92,86.1,3.3,353.911,89.74,12.0,185.548,91.67,0.0,699379000,89.38,Reporte_31_de_Agosto_2016.pdf
2016-08-29,2016,8,AGOSTO,29,161.02,86.7,30.0,354.543,89.9,4.0,187.6,92.69,3.0,703163000,89.86,Reporte_31_de_Agosto_2016.pdf
2016-08-30,2016,8,AGOSTO,30,161.295,86.84,0.0,355.017,90.02,1.0,189.07,93.41,8.7,705382000,90.14,Reporte_31_de_Agosto_2016.pdf
2016-08-31,2016,8,AGOSTO,31,161.295,86.84,0.0,355.489,90.14,0.0,189.952,93.85,0.0,706736000,90.32,Reporte_31_de_Agosto_2016.pdf
2016-09-01,2016,9,SEPTIEMBRE,1,161.295,86.84,0.0,355.961,90.26,3.8,190.932,94.33,12.0,708188000,90.5,1_OCTUBRE.pdf
2016-09-02,2016,9,SEPTIEMBRE,2,162.12,87.29,6.0,356.904,90.5,2.0,192.01,94.87,5.3,711034000,90.86,1_OCTUBRE.pdf
2016-09-03,2016,9,SEPTIEMBRE,3,162.396,87.44,0.0,357.374,90.61,4.4,192.794,95.25,0.0,712564000,91.06,1_OCTUBRE.pdf
